id,source,region,zone,station_id,longitude,latitude,year,crab_id,sex,cw,ch,crpc_len,log_cw,log_ch
UMES_UMES_201704053_UMES_170622_4838,UMES,MAB,MAB,UMES_201704053,-74.05332,38.10172,2017,UMES_170622,M,26.25,6.12,16.49,3.2676659890376327,1.8115620965242347
NEFSC_201802010200060131_118605_2265,NEFSC,NA,MAB,201802010200060131,-73.02817,39.576245,2018,118605,M,26.47,6.42,21.15,3.27601201623901,1.8594181177018698
UMES_UMES_201704052_UMES_170582_4828,UMES,MAB,MAB,UMES_201704052,-74.09769,38.06075,2017,UMES_170582,M,26.5,6.16,17.22,3.2771447329921766,1.8180767775454285
NEFSC_201504011600010285_224363_331,NEFSC,NA,GB,201504011600010285,-67.03587999999999,41.574548,2015,224363,M,26.58,5.52,17.43,3.2801590532850993,1.7083778602890038
NEFSC_201602012300060381_924760_1190,NEFSC,NA,GOM_OFF,201602012300060381,-69.87789,41.994377,2016,924760,M,26.64,5.1,17.25,3.2824138456721883,1.62924053973028
NEFSC_201504012500020237_223579_278,NEFSC,NA,GOM_OFF,201504012500020237,-69.39044,41.2147,2015,223579,M,26.76,5.92,17.87,3.286908235260028,1.7783364488959144
NEFSC_201904012000050268_187937_3189,NEFSC,NA,GB,201904012000050268,-67.20466499999999,42.075894999999996,2019,187937,M,26.8,6.25,19.18,3.288401887516811,1.8325814637483102
NEFSC_201802012900050235_118740_2339,NEFSC,NA,GOM_OFF,201802012900050235,-67.818735,42.3358,2018,118740,M,26.83,5.71,18.8,3.2895206644375325,1.742219023667919
NEFSC_201804010200080114_179865_2514,NEFSC,NA,MAB,201804010200080114,-72.444147,39.859963,2018,179865,M,26.95,6.12,18.76,3.2939832973550063,1.8115620965242347
NEFSC_201902011800040278_166106_2819,NEFSC,NA,GB,201902011800040278,-65.8351,41.988946999999996,2019,166106,M,27.01,5.86,17.21,3.2962071678045244,1.7681496035889213
NEFSC_201702013900040353_176238_1943,NEFSC,NA,GOM_OFF,201702013900040353,-68.083573,44.097764999999995,2017,176238,M,27.03,6.2,18.08,3.2969473602883563,1.824549292051046
NEFSC_201704014000030113_84381_2193,NEFSC,NA,GOM_OFF,201704014000030113,-70.43010699999999,42.919305,2017,84381,M,27.04,6.01,18.04,3.2973172511747633,1.7934247485471162
NEFSC_201702017600010148_175789_1650,NEFSC,NA,MAB,201702017600010148,-72.794167,39.054832999999995,2017,175789,M,27.25,6.14,18.4,3.305053521109253,1.814824742159051
NEFSC_201804012000010259_179737_2676,NEFSC,NA,GB,201804012000010259,-67.914397,41.77437,2018,179737,M,27.56,6.34,18.73,3.3163654461454577,1.8468787684491346
NEFSC_201504011300010270_224292_321,NEFSC,NA,GB,201504011300010270,-67.423818,40.714433,2015,224292,M,27.59,5.53,17.91,3.3174533882291946,1.7101878155342434
NEFSC_201604013700040348_219077_1494,NEFSC,NA,GOM_OFF,201604013700040348,-69.30878299999999,42.779195,2016,219077,M,27.7,5.78,18.03,3.3214324131932926,1.7544036826842861
NEFSC_201904011000020226_187916_3077,NEFSC,NA,SNE_OFF,201904011000020226,-69.459835,40.205828,2019,187916,M,27.7,6,20.39,3.3214324131932926,1.791759469228055
NEFSC_201602016800020062_925134_696,NEFSC,NA,MAB,201602016800020062,-74.66281699999999,36.7168,2016,925134,M,27.76,5.79,19.86,3.3235961356386037,1.7561322915849038
NEFSC_201704013510010157_84343_2226,NEFSC,NA,GOM_OFF,201704013510010157,-67.195747,44.341148,2017,84343,M,27.79,6.06,19.11,3.3246762437544124,1.801709800081223
NEFSC_201504010200070184_223612_259,NEFSC,NA,MAB,201504010200070184,-72.55512999999999,40.229946999999996,2015,223612,M,27.82,5.95,18.27,3.325755186495297,1.7833912195575383
NEFSC_201804010200080114_179868_2518,NEFSC,NA,MAB,201804010200080114,-72.444147,39.859963,2018,179868,M,27.83,6.24,19.03,3.326114575537799,1.8309801823813363
NEFSC_201602031400010015_925077_685,NEFSC,NA,MAB,201602031400010015,-73.76388,40.430917,2016,925077,M,28,6.28,18.19,3.332204510175204,1.8373699804801074
NEFSC_201702012900010330_175988_1866,NEFSC,NA,GOM_OFF,201702012900010330,-67.869833,42.713167,2017,175988,M,28.2,5.97,18.25,3.339321977944068,1.7867469274045107
NEFSC_201802012400010241_118751_2344,NEFSC,NA,GOM_OFF,201802012400010241,-68.479772,41.653712999999996,2018,118751,M,28.27,5.81,20.46,3.341801171705499,1.7595805708638197
NEFSC_201804010200060112_179894_2510,NEFSC,NA,MAB,201804010200060112,-72.322143,39.930375,2018,179894,M,28.28,6.22,19.24,3.342154841028372,1.827769906751088
NEFSC_201702013510030347_176057_1921,NEFSC,NA,GOM_OFF,201702013510030347,-66.927993,44.230387,2017,176057,M,28.49,6.18,18.78,3.3495531485098167,1.8213182714695995
NEFSC_201504017400010143_223676_186,NEFSC,NA,MAB,201504017400010143,-73.174405,38.943992,2015,223676,M,28.53,6.9,18.38,3.3509561652254085,1.9315214116032138
NEFSC_201604011900120297_219185_1440,NEFSC,NA,GB,201604011900120297,-67.23816,41.92173,2016,219185,M,28.69,6.21,18.69,3.3565486299932736,1.8261608959453874
NEFSC_201902013510040357_166308_2876,NEFSC,NA,GOM_OFF,201902013510040357,-66.671667,44.322333,2019,166308,M,28.7,6.24,19.48,3.3568971227655755,1.8309801823813363
NEFSC_201702012600030375_176100_2020,NEFSC,NA,GOM_OFF,201702012600030375,-70.335218,42.63485,2017,176100,M,28.9,6.42,18.34,3.3638415951183864,1.8594181177018698
NEFSC_201604011700030282_218948_1434,NEFSC,NA,GB,201604011700030282,-66.23172,41.349125,2016,218948,M,28.97,6.18,18.77,3.366260811781259,1.8213182714695995
NEFSC_201504016800010039_223811_124,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223811,M,29.01,6.83,20.06,3.367640598133313,1.9213246735826988
NEFSC_201704011300100081_84189_2165,NEFSC,NA,GB,201704011300100081,-67.422153,40.673286999999995,2017,84189,M,29.05,6.28,20.29,3.3690184832979204,1.8373699804801074
NEFSC_201602016600020055_925088_695,NEFSC,NA,MAB,201602016600020055,-74.785223,37.217527,2016,925088,M,29.28,6.3,19.1,3.3769046890931107,1.840549633397487
NEFSC_201904012200020304_188153_3212,NEFSC,NA,GB,201904012200020304,-67.49263499999999,42.167626999999996,2019,188153,M,29.46,6.64,20.79,3.3830334110344844,1.8931119634883424
NEFSC_201504014000050422_223952_666,NEFSC,NA,GOM_OFF,201504014000050422,-70.180315,43.224677,2015,223952,M,29.65,6.12,18.39,3.3894621254437345,1.8115620965242347
NEFSC_201602036600020371_924809_1176,NEFSC,NA,GOM_OFF,201602036600020371,-70.488542,42.613775,2016,924809,M,29.78,5.69,20.25,3.393837027255863,1.7387102481382397
NEFSC_201804011200030190_179696_2581,NEFSC,NA,SNE_OFF,201804011200030190,-69.067763,40.063398,2018,179696,M,29.98,6.6,21.2,3.4005304926744517,1.8870696490323797
NEFSC_201804011600040238_179808_2636,NEFSC,NA,GB,201804011600040238,-66.89743,40.99699,2018,179808,M,30.05,6.82,20.66,3.4028626609812167,1.9198594718553708
NEFSC_201704012400060170_84340_2242,NEFSC,NA,GOM_OFF,201704012400060170,-69.09567,41.349273,2017,84340,M,30.25,6.15,21.44,3.4094961844768505,1.8164520818184267
NEFSC_201702012900010330_175986_1867,NEFSC,NA,GOM_OFF,201702012900010330,-67.869833,42.713167,2017,175986,M,30.33,6.49,18.02,3.4121373217004898,1.8702625307159986
NEFSC_201902012400040245_166183_2796,NEFSC,NA,GOM_OFF,201902012400040245,-69.446755,41.791882,2019,166183,M,30.34,5.07,21.48,3.4124669739203863,1.623340817603092
NEFSC_201702035600030316_176112_1809,NEFSC,NA,GOM_IN,201702035600030316,-70.084,42.080833,2017,176112,M,30.36,6.55,20.34,3.4131259525274293,1.8794650496471605
NEFSC_201604012800030380_219399_1555,NEFSC,NA,GOM_OFF,201604012800030380,-68.845697,42.337913,2016,219399,M,30.44,6.54,20.28,3.415757532993485,1.8779371654691073
NEFSC_201702013400010342_176023_1883,NEFSC,NA,GOM_OFF,201702013400010342,-66.97747799999999,43.811634999999995,2017,176023,M,30.55,4.71,20.8,3.4193646856176043,1.5496879080283263
NEFSC_201702035600020223_175769_1730,NEFSC,NA,GOM_IN,201702035600020223,-69.891333,41.722833,2017,175769,M,30.75,6.65,19.74,3.4258899942525267,1.8946168546677629
UMES_UMES_201704052_UMES_170581_4831,UMES,MAB,MAB,UMES_201704052,-74.09769,38.06075,2017,UMES_170581,M,30.77,6.74,19.47,3.4265401893339504,1.9080599249242156
NEFSC_201702036500020379_176179_2028,NEFSC,NA,GOM_IN,201702036500020379,-70.75409499999999,42.443842,2017,176179,M,30.89,6.76,20.45,3.43043250693049,1.9110228900548727
MassDMF_2016_9_29_DMF privateer_S092916-06_7635,MassDMF,GOMI,GOM_IN,2016_9_29_DMF privateer,-70.95637,42.33196,2016,S092916-06,M,31,7,21,3.4339872044851463,1.9459101490553132
NEFSC_201704011800030034_84307_2046,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84307,M,31.04,6.94,21.59,3.435276695315018,1.937301774518713
NEFSC_201702012600040376_176095_2023,NEFSC,NA,GOM_OFF,201702012600040376,-70.563727,42.467245,2017,176095,M,31.15,6.56,20.66,3.4388142452334622,1.8809906029559975
NEFSC_201704014000010110_84196_2180,NEFSC,NA,GOM_OFF,201704014000010110,-70.19403,43.203314999999996,2017,84196,M,31.3,7.13,21.27,3.4436180975461075,1.9643112344262046
NEFSC_201902011600120286_166170_2838,NEFSC,NA,GB,201902011600120286,-66.180545,42.020828,2019,166170,M,31.38,7.63,20.96,3.4461707473048864,2.0320878452963655
NEFSC_201902012400030243_166087_2782,NEFSC,NA,GOM_OFF,201902012400030243,-69.67045499999999,41.890612,2019,166087,M,31.75,6.71,33.37,3.457892725338701,1.9035989509835904
NEFSC_201702012500010221_175876_1723,NEFSC,NA,GOM_OFF,201702012500010221,-69.462,41.459,2017,175876,M,31.76,7.24,22.07,3.458207636378935,1.979621206397625
NEFSC_201804012100060311_179959_2746,NEFSC,NA,GB,201804012100060311,-66.50059499999999,42.118401999999996,2018,179959,M,31.78,6.37,22.05,3.45883716110857,1.851599469584072
NEFSC_201902011300070258_166116_2814,NEFSC,NA,GB,201902011300070258,-67.14496799999999,40.805225,2019,166116,M,31.86,6.72,29.93,3.4613513044819024,1.9050881545350582
MassDMF_2016_10_28_Andrea C_S102816-71_6010,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-71,M,32,7,20,3.4657359027997265,1.9459101490553132
MassDMF_2016_9_14_Andrea C_S091416-03_7540,MassDMF,SNEO,SNE_OFF,2016_9_14_Andrea C,-70.89,40.63667,2016,S091416-03,M,32,7,21,3.4657359027997265,1.9459101490553132
MassDMF_2017_6_23_Direction_S062217-05_7721,MassDMF,GB,GB,2017_6_23_Direction,-66.58051428571429,40.91335,2017,S062217-05,M,32,6,NA,3.4657359027997265,1.791759469228055
MassDMF_2017_6_24_Direction_S062217-06_7748,MassDMF,GB,GB,2017_6_24_Direction,-67.41792222222222,40.495266666666666,2017,S062217-06,M,32,7,NA,3.4657359027997265,1.9459101490553132
NEFSC_201504011500030253_224331_304,NEFSC,NA,GB,201504011500030253,-68.147652,40.46984,2015,224331,M,32.01,6.88,20.74,3.4660483539817717,1.9286186519452522
NEFSC_201604013510040398_219376_1572,NEFSC,NA,GOM_OFF,201604013510040398,-67.24927,44.244932999999996,2016,219376,M,32.04,6.56,20.51,3.4669851222001586,1.8809906029559975
NEFSC_201704014000010110_84201_2187,NEFSC,NA,GOM_OFF,201704014000010110,-70.19403,43.203314999999996,2017,84201,M,32.17,6.92,22.16,3.471034341250935,1.9344157696295783
NEFSC_201802012900080242_118744_2349,NEFSC,NA,GOM_OFF,201802012900080242,-68.453622,41.81969,2018,118744,M,32.21,7.13,21.44,3.4722769633431074,1.9643112344262046
NEFSC_201704011800040035_84262_2127,NEFSC,NA,GB,201704011800040035,-66.281325,41.1837,2017,84262,M,32.27,7.3,21.9,3.4741380060638707,1.9878743481543455
NEFSC_201702011900030296_175939_1785,NEFSC,NA,GB,201702011900030296,-67.203167,41.888166999999996,2017,175939,M,32.34,7.12,21.08,3.4763048541489607,1.9629077254238845
NEFSC_201804010200060112_179893_2511,NEFSC,NA,MAB,201804010200060112,-72.322143,39.930375,2018,179893,M,32.35,7.44,21.68,3.4766140209469096,2.0068708488450007
NEFSC_201904011100010222_187915_3073,NEFSC,NA,SNE_OFF,201904011100010222,-69.261425,40.002835,2019,187915,M,32.44,7.39,22.54,3.479392229247212,2.0001277349601105
NEFSC_202102013600020314_149860_3554,NEFSC,NA,GOM_OFF,202102013600020314,-67.121167,43.011500000000005,2021,149860,M,32.45,7.56,21.86,3.479700443150099,2.0228711901914416
NEFSC_201904011300070253_187917_3184,NEFSC,NA,GB,201904011300070253,-67.535095,40.991322,2019,187917,M,32.46,7.45,22.48,3.480008562086445,2.0082140323914683
NEFSC_201804011300080232_179803_2629,NEFSC,NA,GB,201804011300080232,-67.18202,40.649087,2018,179803,M,32.51,6.96,21.17,3.481547734315814,1.9401794743463283
NEFSC_201504017200030029_223562_13,NEFSC,NA,MAB,201504017200030029,-73.505222,38.472403,2015,223562,M,32.57,7.31,21.18,3.4833916192881422,1.9892432737616872
NEFSC_201802010200070130_118597_2261,NEFSC,NA,MAB,201802010200070130,-73.07377699999999,39.505143,2018,118597,M,32.59,8.13,23.39,3.4840054928494704,2.0955609235597192
NEFSC_201604011700040281_219204_1429,NEFSC,NA,GB,201604011700040281,-66.37181199999999,41.133955,2016,219204,M,32.7,7.04,19.91,3.487375077903208,1.951608170169951
NEFSC_201702011700020252_175930_1772,NEFSC,NA,GB,201702011700020252,-66.5095,40.972,2017,175930,M,32.78,5.86,22.72,3.4898185733156835,1.7681496035889213
NEFSC_201702011900030296_175941_1784,NEFSC,NA,GB,201702011900030296,-67.203167,41.888166999999996,2017,175941,M,32.89,7.32,22.01,3.4931686602009657,1.9906103279732201
NEFSC_201702012400070228_175980_1758,NEFSC,NA,GOM_OFF,201702012400070228,-68.54050000000001,41.631667,2017,175980,M,32.94,6.79,20.51,3.494687724749494,1.9154509415706047
NEFSC_201602013510040329_924895_962,NEFSC,NA,GOM_OFF,201602013510040329,-66.82465499999999,44.303667999999995,2016,924895,M,32.95,7.37,21.1,3.4949912609485163,1.9974177062012453
NEFSC_201804011500010200_179653_2607,NEFSC,NA,GB,201804011500010200,-68.494162,40.223462,2018,179653,M,33.02,7.62,22.47,3.497113438491982,2.030776369698555
NEFSC_201804012900050277_179726_2700,NEFSC,NA,GOM_OFF,201804012900050277,-68.23352299999999,42.510323,2018,179726,M,33.18,6.32,22.23,3.5019472847622986,1.843719208158766
NEFSC_201602012800040363_924803_1168,NEFSC,NA,GOM_OFF,201602012800040363,-69.940677,42.837022999999995,2016,924803,M,33.19,7.83,24.21,3.502248625731883,2.057962510002712
NEFSC_201604011800020307_219176_1447,NEFSC,NA,GB,201604011800020307,-65.880657,42.052208,2016,219176,M,33.19,7.05,20.53,3.502248625731883,1.9530276168241774
NEFSC_201902013510040357_166310_2877,NEFSC,NA,GOM_OFF,201902013510040357,-66.671667,44.322333,2019,166310,M,33.63,6.99,22.48,3.515418525752178,1.944480556245719
NEFSC_201504036500020383_224155_546,NEFSC,NA,GOM_IN,201504036500020383,-70.54856,42.686323,2015,224155,M,33.98,7.4,21.48,3.525772116243786,2.0014800002101243
MassDMF_2016_9_29_DMF privateer_S092916-12_7627,MassDMF,GOMI,GOM_IN,2016_9_29_DMF privateer,-70.95637,42.33196,2016,S092916-12,M,34,7,23,3.5263605246161616,1.9459101490553132
NEFSC_201604011500020272_219445_1356,NEFSC,NA,GB,201604011500020272,-67.87074199999999,40.401812,2016,219445,M,34.15,7.55,20.87,3.530762586016799,2.0215475632609334
NEFSC_201804030800010104_179890_2508,NEFSC,NA,MAB,201804030800010104,-72.646153,40.747557,2018,179890,M,34.29,8.13,23.4,3.534853766474829,2.0955609235597192
NEFSC_201504012600060428_224032_676,NEFSC,NA,GOM_OFF,201504012600060428,-70.05694199999999,42.406839999999995,2015,224032,M,34.33,7.37,21.38,3.5360196074696004,1.9974177062012453
NEFSC_201904012400050311_188148_3213,NEFSC,NA,GOM_OFF,201904012400050311,-68.828208,41.391525,2019,188148,M,34.46,7.66,23.77,3.5397992310997837,2.0360119837525
NEFSC_201904017400020139_187920_3010,NEFSC,NA,MAB,201904017400020139,-73.59406,38.730731999999996,2019,187920,M,34.46,8.17,23.91,3.5397992310997837,2.1004689088719113
MassDMF_2017_6_26_Direction_S062217-07_7773,MassDMF,GB,GB,2017_6_26_Direction,-66.3509,41.14391,2017,S062217-07,M,35,7,NA,3.5553480614894135,1.9459101490553132
NEFSC_201904017400020139_187919_3009,NEFSC,NA,MAB,201904017400020139,-73.59406,38.730731999999996,2019,187919,M,35.25,8.16,24.62,3.5624655292582776,2.0992441689760155
NEFSC_201504011300090254_224298_306,NEFSC,NA,GB,201504011300090254,-68.058947,40.644977,2015,224298,M,35.29,8.04,22.46,3.5635996376871786,2.0844290831908747
NEFSC_201804011000070195_179640_2601,NEFSC,NA,SNE_OFF,201804011000070195,-69.39179299999999,40.30737,2018,179640,M,35.34,8.03,23.44,3.5650154668915506,2.0831845279586703
NEFSC_201904010200030182_187900_3035,NEFSC,NA,MAB,201904010200030182,-72.98704699999999,39.745182,2019,187900,M,35.38,8.17,24.43,3.566146688731639,2.1004689088719113
NEFSC_201702012500010220_175759_1719,NEFSC,NA,GOM_OFF,201702012500010220,-69.469667,41.459832999999996,2017,175759,M,35.52,7.79,23.19,3.5700959181239695,2.052840859882657
NEFSC_201504016800010039_223809_53,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223809,M,35.63,6.93,24.42,3.5731879796177446,1.9358598132018119
NEFSC_201702011000050187_175856_1654,NEFSC,NA,SNE_OFF,201702011000050187,-69.59700000000001,40.530333,2017,175856,M,35.64,8.25,23.4,3.573468602602609,2.1102132003465894
NEFSC_201504016800010039_223745_150,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223745,M,35.79,8.15,23.38,3.5776685247779345,2.0980179272527715
MassDMF_2016_9_22_DMF privateer_S092216-09_7590,MassDMF,GOMI,GOM_IN,2016_9_22_DMF privateer,-70.95637,42.33196,2016,S092216-09,M,36,8,24,3.58351893845611,2.0794415416798357
MassDMF_2016_9_29_DMF privateer_S092916-08_7637,MassDMF,GOMI,GOM_IN,2016_9_29_DMF privateer,-70.95637,42.33196,2016,S092916-08,M,36,8,24,3.58351893845611,2.0794415416798357
MassDMF_2017_6_25_Direction_S062217-08_7751,MassDMF,GB,GB,2017_6_25_Direction,-66.49242857142858,40.98211428571429,2017,S062217-08,M,36,6,NA,3.58351893845611,1.791759469228055
NEFSC_201504017400010143_223675_187,NEFSC,NA,MAB,201504017400010143,-73.174405,38.943992,2015,223675,M,36.02,7.98,22.94,3.58407433974781,2.0769384114617173
NEFSC_201902011300080253_166136_2808,NEFSC,NA,GB,201902011300080253,-67.403665,40.696267,2019,166136,M,36.12,7.9,24.68,3.5868467285487844,2.066862759472976
NEFSC_201602012900090268_924510_924,NEFSC,NA,GOM_OFF,201602012900090268,-67.658208,42.712472999999996,2016,924510,M,36.16,7.85,25.71,3.5879535355239756,2.060513531794317
NEFSC_201704011800040035_84263_2119,NEFSC,NA,GB,201704011800040035,-66.281325,41.1837,2017,84263,M,36.28,8.12,23.92,3.591266625246936,2.0943301541735866
NEFSC_201504030800020199_223582_262,NEFSC,NA,MAB,201504030800020199,-72.665117,40.732431999999996,2015,223582,M,36.45,8.54,24.03,3.5959414584546674,2.1447610078004784
NEFSC_201504013600090343_224236_400,NEFSC,NA,GOM_OFF,201504013600090343,-67.612505,42.855827999999995,2015,224236,M,36.56,7.51,23.91,3.5989547465859495,2.0162354657760435
NEFSC_201702013400020339_175968_1880,NEFSC,NA,GOM_OFF,201702013400020339,-66.624078,43.096013,2017,175968,M,36.72,7.69,23.2,3.6033215657522897,2.0399207835175526
NEFSC_201604011800030278_219140_1406,NEFSC,NA,GB,201604011800030278,-66.61241799999999,40.849615,2016,219140,M,36.87,8.17,23.19,3.607398212246053,2.1004689088719113
NEFSC_201904012400080395_188037_3382,NEFSC,NA,GOM_OFF,201904012400080395,-69.766848,42.025425,2019,188037,M,36.98,7.81,25.64,3.610377225958979,2.0554049638515948
MassDMF_2016_9_19_Andrea C_S091916-31_7561,MassDMF,SNEO,SNE_OFF,2016_9_19_Andrea C,-70.89,40.63667,2016,S091916-31,M,37,8,24,3.6109179126442243,2.0794415416798357
MassDMF_2016_9_27_DMF privateer_S092716-04_7605,MassDMF,GOMI,GOM_IN,2016_9_27_DMF privateer,-70.95637,42.33196,2016,S092716-04,M,37,8,25,3.6109179126442243,2.0794415416798357
NEFSC_201902013800050364_166278_2889,NEFSC,NA,GOM_OFF,201902013800050364,-68.1945,43.683333,2019,166278,M,37.17,7.16,24.78,3.615501984309161,1.9685099809725544
NEFSC_201802013000030233_118737_2337,NEFSC,NA,GOM_OFF,201802013000030233,-67.134315,42.405879999999996,2018,118737,M,37.38,7.98,25.08,3.6211358020274167,2.0769384114617173
NEFSC_201804011600020237_179778_2633,NEFSC,NA,GB,201804011600020237,-66.743477,40.870643,2018,179778,M,37.42,8.2,24.85,3.6222053208459437,2.1041341542702074
NEFSC_201704012200030053_84134_2148,NEFSC,NA,GB,201704012200030053,-66.361217,42.150242999999996,2017,84134,M,37.55,8.55,25.2,3.6256733782101436,2.145931282948669
NEFSC_201604011500020272_219447_1352,NEFSC,NA,GB,201604011500020272,-67.87074199999999,40.401812,2016,219447,M,37.79,8.54,23.43,3.6320445173613978,2.1447610078004784
MassDMF_2016_9_14_Andrea C_S091416-02_7539,MassDMF,SNEO,SNE_OFF,2016_9_14_Andrea C,-70.89,40.63667,2016,S091416-02,M,38,8,24,3.6375861597263857,2.0794415416798357
MassDMF_2016_9_19_Andrea C_S091916-27_7549,MassDMF,SNEO,SNE_OFF,2016_9_19_Andrea C,-70.89,40.63667,2016,S091916-27,M,38,8,25,3.6375861597263857,2.0794415416798357
MassDMF_2017_6_26_Direction_S062217-09_7764,MassDMF,GB,GB,2017_6_26_Direction,-66.3509,41.14391,2017,S062217-09,M,38,8,NA,3.6375861597263857,2.0794415416798357
NEFSC_201602012700010362_924819_1162,NEFSC,NA,GOM_OFF,201602012700010362,-69.999307,42.931217,2016,924819,M,38.14,8.45,25.9,3.641263600172273,2.134166441369082
